,SurveyID,N,live,coral,turf,algae,cca,sand,left,add,N_used,coverage,Storage_kg,Accretion_kgyr,GPP_ghr,Calc_ghr,Rugosity,BranchSpace_cm3,BiomassStand_g,OrgGrowth_gyr,pc1,pc2,SiteCode,SiteLatitude,SiteLongitude,Country,SiteName,Location,Depth,SurveyDate
459,62003717,100,95,37,34,0,17,5,7,100,88,92.63157895,10.17493722,2.237131531,0.650517515,0.142852961,1.087037904,3130.175819,308.6706783,270.1409049,0.389956625,0.768623153,ACEH8,5.89083,95.25436,Indonesia,Arus Paleh,Aceh,7,24/02/2009
460,62003718,100,95,1,64,0,5,5,25,100,70,73.68421053,0.87884091,0.329159055,0.518083694,0.015906097,1,0,216.1750849,427.1302465,-2.122820942,0.988290575,ACEH11,5.86718,95.2696,Indonesia,Bate Bukulah,Aceh,3.5,25/02/2009
461,62003719,100,99,18,5,0,37,1,39,100,60,60.60606061,9.412956538,3.132116925,0.363744779,0.171538379,1.071115239,2086.783879,225.014766,103.8884641,0.282904284,1.585137958,ACEH12,5.89787,95.25255,Indonesia,Tokong,Aceh,6,25/02/2009
462,62003720,98,95,17,22,0,4,3,52,98,43,45.26315789,1.660069829,1.103185149,0.47932793,0.131108083,1.261520964,11764.44502,157.4823145,230.0375777,-0.465833646,1.155149826,ACEH15,5.84835,95.28406,Indonesia,Ujung Murung,Aceh,4,26/02/2009
463,62003721,99,94,36,23,0,14,5,21,99,73,77.65957447,7.673100185,2.238280658,0.682332003,0.207812452,1.220556592,13564.09522,234.045672,207.324235,0.734208788,0.84038978,ACEH16,5.88585,95.25413,Indonesia,Rubiah Channel Nth,Aceh,5,26/02/2009
464,62003722,99,98,23,38,0,14,1,23,99,75,76.53061224,5.251501648,2.140396965,0.640587449,0.151277123,1.329695211,6834.619007,327.7124905,405.0504821,0.443886262,0.315025001,ACEH16,5.88585,95.25413,Indonesia,Rubiah Channel Nth,Aceh,5.1,26/02/2009
465,62003723,88,71,31,17,0,4,17,19,88,52,73.23943662,11.86804209,3.09414622,0.40167293,0.175657462,1.156128276,215.3502632,331.1631248,196.5009184,0.596883662,1.077914049,ACEH17,5.87248,95.26192,Indonesia,Ujung Lumbeh,Aceh,4.5,27/02/2009
466,62003724,98,65,27,15,0,6,33,17,98,48,73.84615385,11.05792997,2.939980044,0.379107329,0.179230981,1.192486908,2086.783879,276.2515242,143.7774977,0.667706332,1.267393779,ACEH17,5.87248,95.26192,Indonesia,Ujung Lumbeh,Aceh,5,27/02/2009
467,62003725,100,80,51,7,0,5,20,17,100,63,78.75,19.2755879,4.987590896,0.540796239,0.318162249,1.401626573,5216.959698,420.0529908,121.4257545,2.293728716,0.645425746,ACEH18,5.77726,95.33671,Indonesia,Beurawang,Aceh,4,28/02/2009
468,62003726,100,74,3,12,0,0,26,59,100,15,20.27027027,0.576619697,0.050007954,0.1136937,0.003450741,1,0,46.89455354,79.46689036,-2.886586056,2.78365423,ACEH18,5.77726,95.33671,Indonesia,Beurawang,Aceh,6,28/02/2009
469,62003727,100,96,19,11,0,11,4,55,100,41,42.70833333,3.993607965,1.76740841,0.452451249,0.179404742,1.230556592,13564.09522,129.4714773,119.1053904,0.024756011,1.530658455,ACEH19,5.80058,95.34664,Indonesia,Jaboi,Aceh,2,28/02/2009
470,62003728,100,100,32,13,0,10,0,45,100,55,55,4.700548336,3.797891405,0.680398714,0.256114859,1.310599322,20867.83879,145.7566697,146.3246305,0.697677161,1.12028653,ACEH19,5.80058,95.34664,Indonesia,Jaboi,Aceh,5,28/02/2009
471,62003729,99,98,11,12,0,12,1,63,99,35,35.71428571,4.777745541,1.4147265,0.241785268,0.081224113,1.045192573,1043.39194,139.5398715,107.4336076,-0.897411095,2.033402199,ACEH20,5.88679,95.25651,Indonesia,Ujung Rubiah,Aceh,3,01/03/2009
472,62003730,100,95,21,15,0,6,5,53,100,42,44.21052632,4.320035336,1.170091804,0.392681865,0.111114848,1.12716662,7303.743578,136.3237402,127.2824594,-0.47834705,1.672959231,ACEH20,5.88679,95.25651,Indonesia,Ujung Rubiah,Aceh,5,01/03/2009
473,62003731,100,93,26,26,0,19,7,22,100,71,76.34408602,7.902274185,2.291518094,0.539840133,0.147802391,1.156146392,4317.134601,270.6810616,247.6503213,0.30395337,0.924815708,ACEH20,5.88679,95.25651,Indonesia,Ujung Rubiah,Aceh,5.1,01/03/2009
474,62003732,100,97,1,7,0,10,3,79,100,18,18.55670103,1.422068571,0.679905306,0.118622502,0.039145234,1.015922665,1043.39194,57.05866535,63.20885988,-1.965131679,2.719858761,ACEH21,5.88277,95.24911,Indonesia,Ujung Tunku,Aceh,4,01/03/2009
475,62003733,100,94,7,34,0,31,6,22,100,72,76.59574468,5.690963726,2.181004534,0.461996697,0.112956099,1.023776647,1043.39194,236.5716258,275.3055137,-0.463265374,1.188819795,ACEH22,5.88289,95.25118,Indonesia,Ujung Tunku Nth,Aceh,4,01/03/2009
476,62003737,100,79,42,3,0,4,21,30,100,49,62.02531646,9.16399633,2.460584995,0.547609313,0.233164032,1.309311111,14607.48716,199.9486703,73.0283718,1.043189606,1.262678148,BALI1,-8.277,115.5945,Indonesia,Liberty wreck,Bali,8,09/06/2009
477,506002951,100,100,0,96,2,2,0,0,100,100,100,0.274653738,0.124995895,0.958865894,0.00590234,1,0,307.2711115,875.8666592,-2.378505442,-0.054573614,ETP115,10.51775,-85.79197,Costa Rica,Bahía Guacamaya  Costa Rica,Costa Rica,5,23/07/2008
478,506002952,84,83,20,16,0,19,1,28,84,55,66.26506024,6.453341819,1.520847361,0.353005901,0.07907717,0.84,0,181.2782737,140.0023975,-1.095543194,1.884280447,ETP116,10.607367,-85.702467,Costa Rica,Monkeys Head Costa Rica,Costa Rica,8.5,24/07/2008
479,506002953,100,100,28,9,0,56,0,7,100,93,93,14.78301393,4.713893864,0.539404625,0.245434232,1.078754518,1043.39194,353.209798,164.0019579,1.099532057,0.979111647,ETP118,5.554117,-87.054083,Costa Rica,Isla Paraja (s) Cocos,Cocos,8,30/07/2008
480,506002956,100,100,14,27,0,32,0,27,100,73,73,8.796277161,2.980572674,0.468107414,0.158502695,1.078754518,1043.39194,279.3525255,240.6994633,0.186405624,1.092979447,ETP119,5.56095,-87.048517,Costa Rica,Isla Manuelita afuera (s) Cocos,Cocos,7,02/08/2008
481,506002957,100,100,27,43,1,8,0,21,100,79,79,8.345595728,2.199813882,0.698854837,0.121925095,1.227212338,358.9171053,363.9817464,508.062086,0.177602897,0.268710742,ETP120,5.534833,-87.0875,Costa Rica,Punta Maria (d) Cocos,Cocos,13,04/08/2008
482,506002958,101,101,5,87,0,3,0,6,101,95,94.05940594,2.531971012,0.713972551,0.716933817,0.039278814,1.049269908,0,319.8007804,581.2891365,-1.337056723,0.360845786,ETP121,5.534,-87.086667,Costa Rica,Punta Maria (s) Cocos,Cocos,7,04/08/2008
483,506002959,100,100,25,47,10,6,0,12,100,88,88,8.93528352,2.612502594,1.708689878,0.158689459,1.279588646,2373.917564,412.1108929,1624.652655,0.421629621,-1.29381048,ETP122,5.552283,-87.050883,Costa Rica,Bahía Western (s) Cocos,Cocos,5,07/08/2008
484,506002960,100,99,5,80,2,0,1,12,100,87,87.87878788,0.961032828,0.08334659,0.864651291,0.005751235,1,0,268.4954805,769.4708366,-2.251903621,0.239360185,ETP117,5.550215,-87.0331,Costa Rica,Punta Ulloa (d) Cocos,Cocos,15,29/07/2008
485,506002961,100,100,0,95,1,2,0,2,100,98,98,0.274653738,0.124995895,0.842723647,0.00590234,1,0,300.8319997,747.2652888,-2.357919058,0.140668611,ETP4,8.67092,-79.06583,Panama,Pachequilla,Las Perlas,12,09/04/2011
486,506002962,100,99,25,59,1,1,1,13,100,86,86.86868687,2.119160557,3.118724652,1.049003831,0.221502601,1.310599322,20867.83879,235.5932855,553.6595234,0.360136694,0.002408575,ETP51,8.71623,-83.86901,Costa Rica,Cano Coral Gardens,Costa Rica,4,15/05/2011
487,506002963,100,81,6,49,4,11,19,11,100,70,86.41975309,4.054584043,1.319251872,0.903936688,0.068973234,1.04712389,0,252.8818149,834.3875808,-1.174872729,0.261525947,ETP14,5.5509,-87.03493,Costa Rica,Punta Ulloa,Cocos,12,22/04/2011
488,506002964,98,78,15,51,3,4,20,5,98,73,93.58974359,6.677487175,1.740801492,0.850238117,0.098145778,1.089955743,0,304.7561605,725.9925124,-0.553970683,0.232765862,ETP15,5.56187,-87.04693,Costa Rica,Isla Manuelita,Cocos,13,22/04/2011
489,506002965,98,98,37,29,3,7,0,22,98,76,77.55102041,15.52362248,4.182318346,0.90899485,0.256450859,1.294803371,3130.175819,423.0955423,619.7275213,1.508956598,-0.157080284,ETP16,5.56213,-87.04663,Costa Rica,Manuelita Afuera,Cocos,14,23/04/2011
490,506002966,98,98,81,7,0,7,0,3,98,95,96.93877551,31.39803986,7.751813897,0.755876086,0.464975768,1.546130783,3130.175819,664.3280264,157.3293013,3.68613184,-0.119407869,ETP17,5.55411,-87.05408,Costa Rica,Isla Pajara - Bird Island,Cocos,14,23/04/2011
491,506002967,101,85,2,43,1,39,16,0,101,85,100,5.971952532,2.55938501,0.623967837,0.122330936,1.017853982,0,279.3476948,465.5455044,-0.545803591,0.751618025,ETP18,5.54592,-87.02909,Costa Rica,Rodolitos,Cocos,8,24/04/2011
492,506002968,100,80,1,50,6,21,20,2,100,78,97.5,3.076070812,1.329126215,1.132738833,0.063124816,1,0,247.9034875,1092.471005,-1.457779057,-0.033671321,ETP19,5.52842,-87.02996,Costa Rica,Atrevido,Cocos,14,24/04/2011
493,506002969,99,99,30,17,0,24,0,28,99,71,71.71717172,10.08929682,3.230603137,0.585160901,0.231033215,1.211843803,9390.527457,273.0385469,182.8084638,1.030436125,0.905850891,ETP21,5.54822,-87.0817,Costa Rica,Roca Sucia,Cocos,14,25/04/2011
494,506002970,99,99,21,49,9,10,0,10,99,89,89.8989899,9.118270812,2.393057932,1.557626163,0.132623907,1.115663706,0,370.2158435,1458.421847,-0.194655025,-0.842353551,ETP22,5.54335,-87.07175,Costa Rica,Punta Gissler,Cocos,14,26/04/2011
495,506002971,100,100,30,38,7,15,0,10,100,90,90,12.69372182,3.29870365,1.347470501,0.182406049,1.164933614,0,403.769574,1158.100508,0.444712986,-0.633569741,ETP23,5.54994,-87.0604,Costa Rica,Punta Presidio,Cocos,13.9,26/04/2011
496,506002972,100,97,56,31,3,5,3,2,100,95,97.93814433,23.2715693,5.765919156,1.022876295,0.330845184,1.400553063,0,581.9284084,648.9616483,2.205551312,-0.553193017,ETP24,5.54595,-87.06231,Costa Rica,Bahía Wafer,Cocos,11.5,26/04/2011
497,506002973,100,100,0,19,0,45,0,36,100,64,64,6.179709099,2.812407635,0.343412285,0.132802648,1,0,210.8147424,193.9107178,-0.561109313,1.583808181,ETP25,5.50856,-87.10121,Costa Rica,Dos Amigos,Cocos,21,27/04/2011
498,506002974,101,101,11,7,0,26,0,57,101,44,43.56435644,7.108882885,2.632090062,0.294369799,0.154311509,1.120599849,3130.175819,184.261253,102.8435044,0.0335983,1.741410851,ETP26,5.49312,-87.08898,Costa Rica,Roca Aleta de Tiburón,Cocos,14,27/04/2011
499,506002976,100,100,0,52,0,3,0,45,100,55,55,0.411980607,0.187493842,0.410284524,0.00885351,1,0,169.2805313,345.1636053,-2.463764803,1.333666653,ETP27,5.5193,-87.09582,Costa Rica,Punta Leonel,Cocos,14,29/04/2011
500,506002977,97,96,15,66,0,3,1,12,97,84,87.5,6.771951821,1.766929969,0.635373196,0.100129421,1.087809725,0,342.4131789,457.6105722,-0.367220949,0.525379895,ETP28,5.50579,-87.06775,Costa Rica,Bahía Iglesias,Cocos,14,30/04/2011
501,506002979,101,91,0,87,0,0,10,4,101,87,95.6043956,0,0,0.664315947,0,1.01,0,266.1895017,569.7349178,-2.861017598,0.480486054,ETP30,9.86011,-85.48717,Costa Rica,Bahía Carrillo 1,Costa Rica,8.5,05/05/2011
502,506002980,95,95,11,79,5,0,0,0,95,95,100,4.663978891,1.158253159,1.23243223,0.066935668,1.036393798,0,354.1611582,1142.836989,-0.9850203,-0.439565319,ETP31,9.86374,-85.51617,Costa Rica,Isla Chora,Costa Rica,6.5,05/05/2011
503,506002981,101,75,21,26,22,6,26,0,101,75,100,9.727920914,2.586198261,2.777579075,0.145493296,1.174933614,0,356.6731539,2893.761318,-0.303058742,-2.052724876,ETP32,9.8652,-85.49651,Costa Rica,Bahía Carrillo 2 (NW),Costa Rica,4.5,06/05/2011
504,506002982,100,45,0,43,1,0,55,1,100,44,97.77777778,0,0,0.436846496,0,1,0,134.9443884,403.6458135,-3.197048187,1.336738176,ETP33,9.86241,-85.48544,Costa Rica,Bahía Carrillo 3 (N),Costa Rica,4.6,06/05/2011
505,506002983,99,18,0,17,1,0,81,0,99,18,100,0,0,0.238315294,0,0.99,0,55.39350287,233.3802059,-3.474339633,2.206723352,ETP34,9.86422,-85.4967,Costa Rica,Bahía Carrillo 4,Costa Rica,8,06/05/2011
506,506002984,100,98,0,60,6,6,2,26,100,72,73.46938776,0.823961213,0.374987685,1.135631752,0.01770702,1,0,224.2132609,1134.501572,-2.296074658,-0.048140637,ETP35,9.85037,-85.46999,Costa Rica,Punta Muneco,Costa Rica,7,07/05/2011
507,506002985,100,100,0,82,1,8,0,9,100,91,91,1.098614951,0.49998358,0.769902285,0.02360936,1,0,281.4140773,671.397265,-1.895458311,0.354119731,ETP36,9.85023,-85.41877,Costa Rica,Camaronal Este,Costa Rica,6.5,07/05/2011
508,506002986,101,94,0,68,11,7,7,8,101,86,91.4893617,1.0060913,2.311849118,1.770500282,0.040787694,1.002146018,0,266.0793021,1802.381673,-1.941178182,-0.891740908,ETP37,9.8485,-85.40214,Costa Rica,Bahía Islita,Costa Rica,4,07/05/2011
509,506002987,99,99,0,95,1,0,0,3,99,96,96.96969697,0,0,0.833908901,0,0.99,0,294.0461596,744.1770287,-2.872617491,0.135883352,ETP38,9.8424,-85.40054,Costa Rica,Punta Islita,Costa Rica,7.6,07/05/2011
510,506002989,99,91,0,50,0,12,8,29,99,62,68.13186813,1.647922426,0.749975369,0.434679251,0.03541404,0.99,0,193.6975131,345.963421,-1.80792603,1.271199975,ETP40,9.84155,-85.37397,Costa Rica,Punta Corsalito,Costa Rica,9,08/05/2011
511,506002991,99,97,0,54,0,20,2,23,99,74,76.28865979,2.746537377,1.249958949,0.500481498,0.059023399,0.99,0,233.0794714,384.51117,-1.367700987,1.054101101,ETP42,9.81501,-85.3322,Costa Rica,Punta Bejuco,Costa Rica,8.9,08/05/2011
512,506002993,99,99,1,89,0,4,0,5,99,94,94.94949495,0.741514041,0.266661108,0.704571708,0.012954927,0.99,0,289.273401,589.3030469,-2.079245399,0.441380076,ETP44,9.75662,-85.2714,Costa Rica,CaletasN,Costa Rica,5,09/05/2011
513,506002994,99,98,0,48,7,15,1,28,99,70,71.42857143,2.104706251,2.811832697,1.219017234,0.064397054,0.982146018,0,218.5118245,1195.550396,-1.612270922,-0.053023447,ETP45,8.67714,-83.71687,Costa Rica,Punta San José,Costa Rica,6.5,12/05/2011
514,506002995,101,99,24,49,3,16,2,7,101,92,92.92929293,9.139806739,3.035479255,1.064518611,0.216713154,1.255191046,8347.135517,361.7337547,748.2236376,0.933513218,-0.301550435,ETP46,8.70656,-83.86634,Costa Rica,Chorro,Costa Rica,12,13/05/2011
515,506002996,100,86,6,66,1,13,14,0,100,86,100,4.59805709,12.69042868,0.878095878,0.195652599,1,0,284.1349931,604.7437964,-0.1436051,0.425230957,ETP47,8.70352,-83.89795,Costa Rica,Pharo,Costa Rica,12.5,13/05/2011
516,506002997,100,73,9,36,2,12,27,14,100,59,80.82191781,4.304947578,1.254504926,0.613080489,0.065505518,1.031415927,0,209.3319605,505.3960622,-1.206046522,0.915042757,ETP48,8.71446,-83.882,Costa Rica,The Garden,Costa Rica,15,13/05/2011
517,506002998,101,84,27,17,3,29,17,8,101,76,90.47619048,9.967519955,3.404458497,0.910128633,0.23740351,1.223989821,9390.527457,284.6691903,554.7143185,0.941008159,0.200374239,ETP49,8.71151,-83.89129,Costa Rica,Station West,Costa Rica,11,14/05/2011
518,506002999,100,93,18,43,2,14,7,16,100,77,82.79569892,8.804145224,2.669554795,0.77531868,0.157944421,1.157509037,2086.783879,328.2326278,573.3198169,0.329177389,0.265935021,ETP50,8.71817,-83.87642,Costa Rica,Ship Wreck,Costa Rica,17,14/05/2011
519,506003000,100,86,20,14,9,37,14,6,100,80,93.02325581,9.265921019,28.13025537,1.924913187,0.538708218,1.159870758,13564.09522,244.1307454,1329.907872,1.872168929,-0.747963468,ETP52,8.6983,-83.8891,Costa Rica,Caulerpa Gardens,Costa Rica,10,15/05/2011
520,506003001,100,100,3,1,1,30,0,65,100,35,35,4.266205712,2.039715918,0.311657627,0.117435702,1.047767996,3130.175819,113.3624694,180.7057285,-0.770169411,1.895427969,ETP53,8.70105,-83.9147,Costa Rica,Diablo,Costa Rica,12,15/05/2011
521,506003002,101,98,0,3,2,36,3,57,101,41,41.83673469,4.943767279,2.249926108,0.398585741,0.106242119,1.01,0,138.0829953,319.3400985,-1.076485622,1.619802807,ETP54,8.73154,-83.82632,Costa Rica,Paradiso,Costa Rica,19,16/05/2011
522,506003003,100,96,0,60,6,9,4,21,100,75,78.125,1.23594182,0.562481527,1.148853872,0.02656053,1,0,234.3920211,1139.133962,-2.080337298,-0.07789288,ETP55,8.63799,-83.73633,Costa Rica,Punta San Pedro,Costa Rica,10,16/05/2011
523,506003004,100,88,0,41,1,12,12,34,100,54,61.36363636,1.647922426,0.749975369,0.474463343,0.03541404,1,0,169.5401303,409.0780192,-1.893403064,1.249345054,ETP56,8.36985,-83.28786,Costa Rica,Roca Matapalo,Costa Rica,14,17/05/2011
524,506003335,100,92,5,86,0,0,8,1,100,91,98.91304348,0.961032828,0.08334659,0.693453322,0.005751235,1,0,280.0944526,564.6575135,-2.16100709,0.498753523,ETP240,5.554,-87.03108,Costa Rica,Silverado Norte,Cocos,8,03/09/2006
525,506003336,100,86,5,80,0,0,14,1,100,85,98.8372093,0.961032828,0.08334659,0.647638429,0.005751235,1,0,261.7365559,525.3654503,-2.193247544,0.628795795,ETP240,5.554,-87.03108,Costa Rica,Silverado Norte,Cocos,11,03/09/2006
526,506003351,98,98,1,92,0,0,0,5,98,93,94.89795918,0.192206566,0.016669318,0.709849662,0.001150247,0.98,0,284.880669,602.7725585,-2.561368356,0.412893264,ETP234,5.50014,-87.0801225,Costa Rica,Roca Sumergida,Cocos,8,06/09/2006
527,506003353,100,100,4,84,0,0,0,12,100,88,88,0.768826262,0.066677272,0.670827053,0.004600988,1,0,270.5822337,551.2659045,-2.251179798,0.550924389,ETP234,5.50014,-87.0801225,Costa Rica,Roca Sumergida,Cocos,15,06/09/2006
528,506003712,97,97,30,53,0,4,0,10,97,87,89.69072165,13.2692499,3.408864042,0.658702222,0.194356503,1.205619449,0,436.3282115,394.7873844,0.853567913,0.31897717,ETP122,5.552283,-87.050883,Costa Rica,Bahía Western (s) Cocos,Cocos,8.5,07/08/2008
529,506003805,100,99,13,45,4,31,1,6,100,93,93.93939394,8.643513391,3.155171283,1.056351676,0.18123748,1.126307812,3130.175819,348.3833889,850.3933928,0.396132968,-0.198862886,ETP15,5.56187,-87.04693,Costa Rica,Isla Manuelita,Cocos,7,22/04/2011
530,506003807,99,98,0,67,2,18,1,11,99,87,88.7755102,2.47188364,1.124963054,0.807945215,0.053121059,0.99,0,272.8279986,710.6611001,-1.455001205,0.369096446,ETP14,5.5509,-87.03493,Costa Rica,Punta Ulloa,Cocos,6.5,22/04/2011
531,506003808,100,100,11,41,4,20,0,24,100,76,76,6.284921672,2.257102377,0.961569009,0.136604489,1.110599849,3130.175819,281.449663,804.4445223,-0.145220825,0.069646445,ETP16,5.56213,-87.04663,Costa Rica,Manuelita Afuera,Cocos,6.5,23/04/2011
532,506003809,98,98,25,16,0,30,0,27,98,71,72.44897959,8.649860947,3.117368627,0.578316997,0.226798219,1.17849656,10433.9194,245.2228979,180.2353026,0.828870578,1.001336308,ETP17,5.55411,-87.05408,Costa Rica,Isla Pajara - Bird Island,Cocos,6.5,23/04/2011
533,506003810,101,98,2,72,2,16,3,6,101,92,93.87755102,3.045226064,1.210558643,0.853067847,0.059388841,1.025707963,0,298.7134131,743.0849576,-1.23923701,0.218596031,ETP19,5.52842,-87.02996,Costa Rica,Atrevido,Cocos,8,24/04/2011
534,506003815,101,101,5,10,0,17,0,69,101,32,31.68316832,2.95375438,1.387464174,0.243554897,0.094789088,1.081544642,4173.567759,103.8103135,100.828625,-0.952366104,2.102819908,ETP21,5.54822,-87.0817,Costa Rica,Roca Sucia,Cocos,6,25/04/2011
535,506003816,101,101,4,77,6,4,0,10,101,91,90.0990099,2.245299799,0.671174757,1.28814247,0.036144923,1.041415927,0,304.1874761,1248.278288,-1.62596283,-0.448918729,ETP22,5.54335,-87.07175,Costa Rica,Punta Gissler,Cocos,6,26/04/2011
536,506003817,99,99,18,45,8,16,0,12,99,87,87.87878788,6.705861956,2.073425903,1.473209881,0.136400012,1.108668532,4173.567759,310.410285,1315.275719,-0.129864477,-0.665799046,ETP23,5.54994,-87.0604,Costa Rica,Punta Presidio,Cocos,6.5,26/04/2011
537,506003818,99,92,22,67,1,2,7,0,99,92,100,9.370820004,2.352875789,0.801737609,0.134838863,1.154933614,0,400.9713128,593.2682616,0.158086815,0.101390968,ETP24,5.54595,-87.06231,Costa Rica,Bahía Wafer,Cocos,6.2,26/04/2011
538,506003820,88,88,1,26,0,6,0,55,88,33,37.5,1.247959294,0.480283426,0.232854592,0.023792081,0.887853982,0,108.5949097,180.9147534,-2.336008437,2.148266219,ETP27,5.5193,-87.09582,Costa Rica,Punta Leonel,Cocos,7,29/04/2011
539,506003821,87,87,13,64,0,2,0,8,87,79,90.8045977,5.036232393,1.393100717,0.626373715,0.092105077,0.988239128,2086.783879,301.5787823,441.2852633,-0.532488485,0.649531431,ETP28,5.50579,-87.06775,Costa Rica,Bahía Iglesias,Cocos,6,30/04/2011
540,506003822,97,97,14,69,0,3,0,11,97,86,88.65979381,6.34795374,1.661634227,0.650401492,0.094044361,1.079955743,0,342.9056235,475.8722382,-0.450551936,0.493254846,ETP30,9.86011,-85.48717,Costa Rica,Bahía Carrillo 1,Costa Rica,6,05/05/2011
541,506003823,78,78,5,71,2,0,0,0,78,78,100,1.744792206,0.476108798,0.811770424,0.033973778,0.827338592,1043.39194,260.4519685,716.5257509,-1.810664251,0.463443412,ETP31,9.86374,-85.51617,Costa Rica,Isla Chora,Costa Rica,6.4,05/05/2011
542,506003824,100,72,15,39,15,2,28,1,100,71,98.61111111,6.634624952,1.704432021,2.052395266,0.097178251,1.117809725,0,307.1016583,2110.042555,-0.825828543,-1.272272118,ETP32,9.8652,-85.49651,Costa Rica,Bahía Carrillo 2 (NW),Costa Rica,4.2,06/05/2011
543,506003825,99,94,2,87,5,0,5,0,99,94,100,0.847996162,0.210591483,1.222606401,0.012170122,1.005707963,0,300.4598206,1182.767115,-2.184196115,-0.378353891,ETP33,9.86241,-85.48544,Costa Rica,Bahía Carrillo 3 (N),Costa Rica,4.4,06/05/2011
544,506003826,94,86,0,78,7,0,8,1,94,85,98.8372093,0,0,1.355138623,0,0.94,0,262.3088928,1365.165675,-3.169396569,-0.468759979,ETP34,9.86422,-85.4967,Costa Rica,Bahía Carrillo 4,Costa Rica,7,06/05/2011
545,506003827,100,100,0,62,1,15,0,22,100,78,78,2.149509469,4.686196183,0.701722545,0.084526558,0.984292037,0,238.168757,558.5988049,-1.195508824,0.697354575,ETP35,9.85037,-85.46999,Costa Rica,Punta Muneco,Costa Rica,6.5,07/05/2011
546,506003828,100,100,1,98,1,0,0,0,100,100,100,0.192206566,0.016669318,0.864170986,0.001150247,1,0,306.618028,764.117315,-2.532613293,0.08738341,ETP36,9.85023,-85.41877,Costa Rica,Camaronal Este,Costa Rica,6.4,07/05/2011
547,506003829,100,100,0,95,5,0,0,0,100,100,100,0,0,1.267934624,0,1,0,307.5640088,1232.387801,-2.951891045,-0.523715168,ETP38,9.8424,-85.40054,Costa Rica,Punta Islita,Costa Rica,7.5,07/05/2011
548,506003832,100,100,0,58,0,7,0,35,100,65,65,0.961288082,0.437485632,0.47372891,0.02065819,1,0,201.2101083,390.6321887,-2.072695336,1.125482747,ETP40,9.84155,-85.37397,Costa Rica,Punta Corsalito,Costa Rica,8,08/05/2011
549,506003833,100,92,0,62,28,2,8,0,100,92,100,0.274653738,0.124995895,3.520415368,0.00590234,1,0,291.10905,3826.581656,-2.933302037,-2.561899914,ETP41,9.76736,-85.27205,Costa Rica,Coyote Caves,Costa Rica,3.8,08/05/2011
550,506003834,100,99,0,63,0,2,1,34,100,65,65.65656566,0.274653738,0.124995895,0.489871121,0.00590234,1,0,199.5437552,415.6549247,-2.510713096,1.054453482,ETP42,9.81501,-85.3322,Costa Rica,Punta Bejuco,Costa Rica,8.5,08/05/2011
551,506003835,98,94,0,55,8,6,4,25,98,69,73.40425532,0.823961213,0.374987685,1.314465536,0.01770702,0.98,0,215.6739383,1345.863572,-2.393525502,-0.237882582,ETP43,9.7588,-85.27452,Costa Rica,Caletas,Costa Rica,6,09/05/2011
552,506003836,100,100,0,61,12,10,0,17,100,83,83,1.373268689,0.624979475,1.811935645,0.0295117,1,0,261.1213644,1879.542928,-2.108492815,-0.930445841,ETP43,9.7588,-85.27452,Costa Rica,Caletas,Costa Rica,6.1,09/05/2011
553,506003837,102,102,0,53,1,10,0,38,102,64,62.74509804,1.373268689,0.624979475,0.557278382,0.0295117,1.02,0,199.4700836,484.5738858,-1.909789424,0.960427285,ETP44,9.75662,-85.2714,Costa Rica,CaletasN,Costa Rica,3.9,09/05/2011
554,506003838,100,86,0,58,6,7,14,15,100,71,82.55813953,1.0060913,2.311849118,1.151609973,0.040787694,0.992146018,0,218.5854961,1126.631435,-1.937337197,-0.010139147,ETP45,8.67714,-83.71687,Costa Rica,Punta San José,Costa Rica,5.5,12/05/2011
555,506003839,94,94,19,46,7,12,0,10,94,84,89.36170213,4.075912982,1.995045808,1.51166854,0.204257301,1.210255904,15650.8791,265.5399447,1208.577316,0.185070462,-0.695294039,ETP46,8.70656,-83.86634,Costa Rica,Chorro,Costa Rica,6.5,13/05/2011
556,506003840,100,99,8,27,14,13,1,37,100,62,62.62626263,2.641674592,8.672820883,2.031220465,0.178984928,1.064120065,6260.351638,179.4827759,1932.507452,-0.585161937,-0.87929093,ETP47,8.70352,-83.89795,Costa Rica,Pharo,Costa Rica,7.5,13/05/2011
557,506003841,100,95,32,26,11,23,5,3,100,92,96.84210526,10.47978977,3.163187312,1.844012459,0.221899252,1.205921138,8347.135517,342.8233987,1581.737998,0.755818867,-1.155495502,ETP49,8.71151,-83.89129,Costa Rica,Station West,Costa Rica,7,14/05/2011
558,506003842,101,75,10,28,1,18,26,18,101,57,76,5.089323841,1.557535505,0.476761899,0.079427971,1.033561945,0,199.9321595,339.4228748,-1.000549793,1.252462636,ETP50,8.71817,-83.87642,Costa Rica,Ship Wreck,Costa Rica,13.5,14/05/2011
559,506003844,100,98,16,36,9,31,2,6,100,92,93.87755102,5.799585758,34.68042893,2.181966939,0.587824393,1.121244955,16694.27103,223.810199,1475.536237,1.714124358,-0.917248645,ETP52,8.6983,-83.8891,Costa Rica,Caulerpa Gardens,Costa Rica,6.5,15/05/2011
560,506003845,100,99,2,15,11,17,1,54,100,45,45.45454545,2.575563218,1.134060256,1.411486014,0.060953671,1.015922665,1043.39194,145.8533067,1469.281067,-1.726303649,-0.110389333,ETP55,8.63799,-83.73633,Costa Rica,Punta San Pedro,Costa Rica,6,16/05/2011
