SurveyID,SiteCode,SiteLatitude,SiteLongitude,Country,SiteName,Location,Depth,SurveyDate,algae,cca,coral,not_used,sand,turf,total,flat,Storage_kg,Accretion_kgyr,GPP_ghr,Calc_ghr,BranchSpace_cm3,OrgGrowth_gyr,BiomassStand_g,Rugosity
593003471,ETP246,1.387,-91.8166,Ecuador,Wolf Corales (2),Galapagos,6,11/05/2008,10,40.61728395,2.34567901,6.790123459999999,0,40.246913570000004,99.99999999,97.65432098000001,6.2895705942480085,0.9264272992870831,2.8276648690863366,0.07704889608601756,0,3417.3371947917913,819.2122428872882,1.6734693877551021
593003472,ETP243,1.38374,-91.8117,Ecuador,Wolf Colonia de Lobos Norte,Galapagos,15,11/05/2008,15.06172839,26.666666669999998,34.81481481,8.27160494,0,14.44444445,99.25925926,64.44444444999999,82.86425925145411,6.113434365183128,3.636960286651725,0.3563357487859021,0,4810.5558508323575,1284.7472623006945,2.073076923076923
593003473,ETP244,1.38318,-91.8111,Ecuador,Wolf Colonia de Lobos Sur,Galapagos,15,11/05/2008,5.92592593,47.03703704,21.97530864,16.29629629,4.81481481,3.95061728,99.99999999,78.02469135000001,43.47372692337759,3.655177637225768,1.6780939008419933,0.21346537578012797,0,1922.5027404149314,659.4032005167699,2.3583333333333334
593003474,ETP245,1.38696,-91.8164,Ecuador,Wolf Corales (1),Galapagos,15,11/05/2008,15.18518518,7.65432098,55.43209877,8.14814814,1.11111111,12.4691358,99.99999998,44.567901209999995,106.0021496749669,7.676447920850273,5.411428526972045,0.45084421382373685,0,4252.8519984810055,1760.071227689505,2.224137931034483
593003475,ETP246,1.387,-91.8166,Ecuador,Wolf Corales (2),Galapagos,15,11/05/2008,22.83950617,17.90123456,43.45679013,2.96296296,0,12.83950618,100,56.54320987,61.493445780968266,4.670198298826711,6.307566241180422,0.30324765796935754,249.17778017622783,7214.344481325424,1674.1597109833683,2.094736842105263
593003476,ETP128,1.67363,-91.98928,Ecuador,Arco Darwin,Galapagos,6,12/05/2008,3.82716049,69.50617284,0,18.76543209,0.37037037,7.5308642,99.99999999,99.99999999,8.080741791710595,1.1274404731901375,0.9014602401171591,0.1057850232420931,0,1443.8643360211506,325.2091227637515,1.888
593003478,ETP158,1.68095,-92.001,Ecuador,Darwin Fondeadero Norte,Galapagos,6,12/05/2008,20.37037037,50.61728395,0,14.07407407,0,14.9382716,99.99999999,99.99999999,16.783079105860466,2.3555634595695265,4.906656492734784,0.21966452063126193,0,6170.518073169374,1201.2490008368845,2.011111111111111
593003479,ETP159,1.68074,-91.9995,Ecuador,Darwin Fondeadero Sur,Galapagos,6,12/05/2008,15.30864197,34.44444445,24.938271609999997,3.2098765400000002,0.74074074,19.25925925,97.90123455999999,72.96296294999999,50.07729443306852,4.6062027511593,4.550851167561434,0.35400798907744147,249.17778017622783,4966.728525780996,1373.6786983209631,2.1254237288135593
593003482,ETP158,1.68095,-92.001,Ecuador,Darwin Fondeadero Norte,Galapagos,15,12/05/2008,5.55555555,40.86419753,37.28395062,6.04938272,0,10.24691358,100,62.71604938,66.09206156632057,5.467360026929406,2.1236231396036596,0.3780406255259114,0,2025.710153364475,1019.1940991691409,2.3428571428571425
593003483,ETP159,1.68074,-91.9995,Ecuador,Darwin Fondeadero Sur,Galapagos,15,12/05/2008,9.87654321,20.24691358,48.51851852,8.271604929999999,0,13.08641975,99.99999998999999,51.48148146999999,113.33426537446337,8.479110270287448,4.490401173210411,0.49661767960687364,0,2860.1920293617072,1616.1676913323522,2.3192307692307694
593003484,ETP174,0.30936,-90.40312,Ecuador,Islote Espejo,Galapagos,6,13/05/2008,8.64197531,41.975308639999994,0.24691358,6.29629629,9.13580247,33.7037037,99.99999998999999,99.75308641,15.539888060981914,1.8365454879575642,2.650521534031593,0.18290382631805596,0,2773.2699264671483,958.4071661816506,1.962962962962963
593003485,ETP203,0.2821,-90.49147,Ecuador,Punta Calle Este,Galapagos,6,13/05/2008,0.74074074,57.03703704,6.2962963,14.9382716,3.33333333,16.79012345,99.13580246,92.83950616,28.919114900184816,3.28865032552268,0.6087996518119104,0.2890039293641195,0,504.13916337448387,650.0045672139296,2.2222222222222223
593003487,ETP174,0.30936,-90.40312,Ecuador,Islote Espejo,Galapagos,15,13/05/2008,4.19753086,32.83950617,3.2098765400000002,10.86419752,27.28395062,21.60493827,99.99999998,96.79012344,9.352319834483861,1.2259246978585454,1.2925860882841886,0.1070957316088584,0,1101.3517570988488,500.21631435024034,1.7526315789473685
593003488,ETP203,0.2821,-90.49147,Ecuador,Punta Calle Este,Galapagos,15,13/05/2008,1.11111111,18.7654321,0.74074074,10.24691357,61.11111111,8.02469136,99.99999999,99.25925925,7.3037473886615,0.8708474903252044,0.26494922428524037,0.08555343035246712,0,424.65060591857525,213.66876355684315,1.97
593003490,ETP233,0.31283,-90.40129,Ecuador,Roca Espejo,Galapagos,15,13/05/2008,0.12345679,34.56790123,26.91358025,8.765432090000001,4.56790123,15.92592593,90.86419751999999,63.950617269999995,40.880639415341435,5.763347382469962,1.5960863995864678,0.7418400259352093,9219.577866520429,169.18495659874097,728.6221314152108,2.764705882352941
593003491,ETP164,0.34017,-89.96983,Ecuador,Genovesa Fondeadero Norte (1),Galapagos,6,14/05/2008,0.24691358,52.71604938,0,24.814814809999998,0,22.22222222,99.99999998999999,99.99999998999999,19.580258956837213,2.405986530643918,0.4367644383909952,0.23189587074157064,0,142.72472920622025,529.2955302768083,2.104
593003492,ETP165,0.33531,-89.97502,Ecuador,Genovesa Fondeadero Norte (2),Galapagos,6,14/05/2008,18.88888889,51.72839505,0,7.65432098,0,21.72839506,99.99999998,99.99999998,17.093876867080105,2.2274690026249604,4.145811937185004,0.20244877604422834,0,5494.413432457149,1184.5400022877188,1.9311475409836067
593003493,ETP166,0.30032,-89.94461,Ecuador,Genovesa Protección Este,Galapagos,6,14/05/2008,4.9382716,57.28395061,0,4.56790123,2.59259259,30.61728395,99.99999998,99.99999998,20.046455598666668,2.553140917668289,1.4495370557604015,0.23771232975004966,0,1547.5457833230087,782.9977298769243,2.016393442622951
593003494,ETP167,0.30678,-89.9681,Ecuador,Genovesa Protección Oeste,Galapagos,6,14/05/2008,21.48148148,29.50617284,0,2.59259259,0,46.41975308,99.99999999,99.99999999,12.431910448785532,1.3859980915723624,4.378579326771439,0.1472354734867115,0,6578.475324051233,1306.5147234724773,1.796875
593003495,ETP164,0.34017,-89.96983,Ecuador,Genovesa Fondeadero Norte (1),Galapagos,15,14/05/2008,3.45679012,51.48148148,0.24691358,13.5802469,20,11.2345679,99.99999998,99.7530864,16.31688246403101,1.9874947242333418,0.6620312897544681,0.19324655895130885,0,1220.0819606903826,461.18152717904974,2.123076923076923
593003496,ETP165,0.33531,-89.97502,Ecuador,Genovesa Fondeadero Norte (2),Galapagos,15,14/05/2008,3.2098765399999998,66.04938271,0,10.24691357,0,20.49382716,99.99999998,99.99999998,23.62062985269251,3.055478018983221,0.8285642797402811,0.27974739962475187,0,1279.8944852749746,664.7567311316683,2.1081967213114754
593003497,ETP166,0.30032,-89.94461,Ecuador,Genovesa Protección Este,Galapagos,15,14/05/2008,9.25925926,40.49382716,0,17.4074074,0.24691358,32.59259259,99.99999999,99.99999999,15.384489180372094,1.8022401483365955,1.5926344481203651,0.1824303925988753,0,3309.0930161591846,752.2910480972188,1.898181818181818
593003498,ETP167,0.30678,-89.9681,Ecuador,Genovesa Protección Oeste,Galapagos,15,14/05/2008,5.80246913,46.41975309,7.4074074,7.03703703,0.74074074,32.592592589999995,99.99999998,92.59259258,22.174911974995997,2.5937276914224316,1.5692737209520975,0.22757341734229716,0,1924.202383729513,831.6386313406956,2.0193548387096776
593003503,ETP186,-1.600766667,-80.85869167,Ecuador,Los Islotes Salango,Machalilla,5,11/09/2008,8.82174933,0,0,14.37792351,0.36431101,76.43601616000001,100.00000001000001,100.00000001000001,0,0,3.61794436842228,0,0,2386.2098616635867,1167.9162043319593,1.5925925925925926
593003507,ETP186,-1.600766667,-80.85869167,Ecuador,Los Islotes Salango,Machalilla,13,11/09/2008,5.72701505,0,0,11.45174826,8.70896679,74.11226987,99.99999997,99.99999997,0,0,1.7868919002304207,0,0,1760.8835491523969,789.3575670416463,1.5490196078431373
593003508,ETP163,-1.25875,-81.0599217,Ecuador,Faro Isla de la Plata,Machalilla,5,12/09/2008,5.56877057,0,0.89608655,0,1.62273128,91.91241162,100.00000002,99.10391347,0.23772432693935158,0.18409845107787737,1.321917564665741,0.014551839055654754,249.17778017622783,2413.213961795981,849.3406162675449,1.5873015873015874
593003509,ETP126,-1.272865,-81.05368,Ecuador,"Acuario, Isla de la Plata",Machalilla,8,12/09/2008,0,0,73.36236443,0.38838612,0.64444444,21.7712203,96.16641529,22.804050860000004,32.09849644475257,0.8305817431000593,0.9144662747604452,0.13216797357146964,0,105.7215969725152,681.9769332412724,2.238709677419355
593003510,ETP163,-1.25875,-81.0599217,Ecuador,Faro Isla de la Plata,Machalilla,9,12/09/2008,6.69051023,0,1.07142857,1.25,6.47911051,84.50895069,100,98.92857143,0.23772432693935158,0.18409845107787737,1.3683695195384766,0.014551839055654754,249.17778017622783,2773.2763833477593,764.432414027214,1.5161290322580645
593003511,ETP137,-1.2837,-81.06969,Ecuador,"Bahía Raya, Isla de la Plata",Machalilla,4,13/09/2008,3.88011988,0,42.96078921,0,0.71753247,50.968531469999995,98.52697303,55.56618381999999,24.961054328631914,7.333397933666825,4.198576870386332,1.5279921310883477,26163.66691850392,1905.6659214870415,947.854769665739,2.875
593003512,ETP215,-1.255326667,-81.07017167,Ecuador,Punta Machete Isla de la Plata,Machalilla,8,13/09/2008,7.97785122,0,1.62014379,0.17889088,11.7473153,78.47579882000001,100.00000001000001,98.37985622000001,0.19220656553744053,0.011469656405162126,1.4124819522897856,7.914503875231036e-4,0,3130.5883793504827,721.8399680977324,1.4847457627118643
593003513,ETP201,-1.279065,-81.07523667,Ecuador,Punta Aeropuerto Isla de la Plata,Machalilla,10,13/09/2008,10.11908846,0,0,0.18181818,9.02456506,80.67452829999999,99.99999999999999,99.99999999999999,0,0,1.6615577664152432,0,0,3911.680796210937,816.671328755475,1.4918032786885245
593003514,ETP202,-1.276418333,-81.05038833,Ecuador,Punta Ballena Isla de la Plata,Machalilla,7,14/09/2008,0.35778175,0,65.4158011,0,9.33870609,10.31066735,85.42295629,20.007155190000006,29.296297964564985,1.396112029992085,1.0049307732827457,0.202083937244897,1495.066681057367,70.26727937059088,635.0505193946735,2.6217391304347823
593003515,ETP189,-1.275146667,-81.05207,Ecuador,Palo Santo Isla de la Plata,Machalilla,8,14/09/2008,0.72869422,0,23.209073439999997,0.54329822,17.56310873,54.881552549999995,96.92572716,73.71665372,10.505572303297724,1.0910599799248726,0.7986326714158832,0.13827956229765692,1744.2444612335948,627.3130570721619,575.6849621610332,1.9568627450980394
593003516,ETP172,-1.403595,-80.76950833,Ecuador,Isla Sombrerito,Machalilla,5,15/09/2008,3.93506494,0.17857143,0,16.98376624,1.43181818,77.47077923,100.00000002,100.00000002,0,0,0.7533875228228267,0,0,1823.9541905029262,623.9564897477383,1.4909090909090907
593003517,ETP175,-1.471281667,-80.78385833,Ecuador,Islote Sucre,Machalilla,5,15/09/2008,1.7922315,0,0,8.83798227,4.14494265,84.68717413,99.46233055,99.46233055,0,0,0.5621652674980031,0,0,1090.037613335576,627.5198110004279,1.5263157894736843
593003518,ETP196,-1.500741667,-80.804715,Ecuador,Pedernales Machalilla,Machalilla,5,15/09/2008,0.18050542,0,0,2.17591074,11.96914998,85.67443388000001,100.00000002,100.00000002,0,0,0.34559408586181134,0,0,333.6475991348465,586.975171396717,1.5178571428571428
593003519,ETP172,-1.403595,-80.76950833,Ecuador,Isla Sombrerito,Machalilla,12,15/09/2008,0.71944799,0,0,6.50119365,14.80100723,77.97835116,100.00000003000001,100.00000003000001,0,0,0.4012793212199304,0,0,688.8013598596941,515.6386494198941,1.462962962962963
593003520,ETP183,-1.47334,-80.78931333,Ecuador,Llorona,Machalilla,6,16/09/2008,9.67133011,0,0,0.57481423,4.61980329,85.13405235,99.99999998,99.99999998,0,0,1.6556667463249304,0,0,3856.2399910064455,857.3863695459986,1.507936507936508
593003521,ETP216,-1.52181,-80.81674167,Ecuador,Punta Mala,Machalilla,8,16/09/2008,8.34318137,0,7.87999253,0.36103432,5.80906538,76.12934076,98.52261436,90.64262183000001,1.9220656553744053,0.08834322448247937,2.0589686755889005,0.007639881223561532,0,2542.5468918595825,853.6526471064961,1.5612903225806452
593003522,ETP170,-1.49309,-80.8061,Ecuador,Horno de Pan,Machalilla,10,16/09/2008,2.98624524,0,0.90909091,2.71813373,18.16499241,74.85790136,99.63636364999999,98.72727273999999,0.19220656553744053,0.01112674941519217,0.8220190811942463,7.677884868951165e-4,0,1173.0797937937389,576.3704082320542,1.474074074074074
593003523,ETP183,-1.47334,-80.78931333,Ecuador,Llorona,Machalilla,10,16/09/2008,0,0,0,0,69.14976205,30.85023796,100.00000001000001,100.00000001000001,0,0,0.0941935184066203,0,0,126.05242212436261,159.4672430962179,1.2916666666666665
676003239,TONGA1,-19.83026,-174.4173,Tonga,Uoleva Island Channel,Tonga,2.5,30/08/2009,0,3,17,33,15,32,100,83,2.969266158723882,1.2102297227438237,0.45735947279259426,0.09131250969975234,1575.1068761727297,314.41413513430194,503.5203927936937,2
676003240,TONGA2,-19.8358,-174.4193,Tonga,Uoleva Island,Tonga,8.5,30/08/2009,0,18,37,28,2,13,98,61,27.612084538425886,5.534110778189051,3.1823488883501385,1.357036505754664,16661.08375479509,298.759264047142,711.3829852479276,3.097560975609756
676003241,TONGA3,-19.93805,-174.7136,Tonga,Ha'afeva,Tonga,1.5,1/09/2009,0,33,27,16,2,21,99,72,23.050908587164443,3.9321561630434805,1.0788566232365744,0.416164206656457,2778.911485981018,224.69629674678092,669.4502991711507,2.545098039215686
676003242,TONGA4,-19.9355,-174.72811,Tonga,Ha'afeva West Reef,Tonga,2.5,2/09/2009,0,27,11,36,10,16,100,89,15.994674881852166,2.677792762814562,0.8838057465500495,0.37844663892976527,2956.3058451025604,164.02637565686365,509.208670304263,2.7419354838709675
676003243,TONGA5,-20.1081,-174.72811,Tonga,Fonuaika West,Tonga,8,4/09/2009,0,22,10,14,22,31,99,89,14.230397234741947,1.5958972541984526,0.5148548955739277,0.1864072027161138,249.17778017622783,176.55902370211038,499.05919771901205,2.1487179487179486
676003244,TONGA6,-20.10828,-174.70102,Tonga,Fonuaika NE,Tonga,2.6,4/09/2009,0,29,13,14,11,33,100,87,19.687675629776905,4.291045879422985,0.9174964539743262,0.5360763772305595,1317.6723219358241,505.62596069533737,683.8869983973352,2.2977777777777777
676003245,TONGA7,-20.02291,-174.68276,Tonga,'O'ua NE,Tonga,2.5,5/09/2009,0,44,13,27,3,13,100,87,21.109129246388317,5.089822360640869,1.094276863861485,0.7636835954168851,2707.128064926333,341.65021984600423,615.6491054931491,2.404166666666667
676003246,TONGA8,-18.7146,-174.102867,Tonga,Coral Gardens,Tonga,11.4,10/09/2009,0,30,55,12,0,3,100,45,37.71386350564532,9.706181518125268,3.980318077439294,1.8955855297765742,18760.116934271773,599.307767961269,869.5118630883956,3.0714285714285716
676003247,TONGA9,-18.71621,-174.08363,Tonga,Lape Island,Tonga,1.5,10/09/2009,0,4,31,36,19,9,99,68,16.71819920161319,5.357560038228454,2.4255591605555527,1.0147524744158165,13349.989191449444,183.20502962416836,439.41202813437724,3.3793103448275863
676003248,TONGA10,-18.7158,-174.14896,Tonga,Blue Lagoon Island,Tonga,7,13/09/2009,0,42,15,28,8,7,100,85,22.85102218442344,3.430421243715847,0.8414081191586231,0.36927265396762127,1495.066681057367,108.60712928919054,512.9053970231024,2.5949999999999998
676003249,TONGA11,-18.71749,-174.14868,Tonga,Blue Lagoon,Tonga,3.2,13/09/2009,9,53,3,21,0,14,100,97,20.403313056863176,3.4996201066486123,2.6229115869693853,0.3254943376707237,498.35556035245565,3369.7270318375204,857.3222567910058,2.308
676003250,TONGA12,-18.69375,-174.13804,Tonga,Hunga lagoon Outer,Tonga,6.5,14/09/2009,0,49,17,6,8,20,100,83,23.53811397648348,4.398521787793819,1.01588545243356,0.44238170598705384,2208.7725045738775,224.08458327707018,687.0497402249648,2.503703703703704
676003252,TONGA14,-18.68827,-174.04477,Tonga,Otea Point,Tonga,1.5,15/09/2009,0,64,19,8,1,8,100,81,30.740099346171547,4.966286241045949,1.0668297888387224,0.49843928153337425,1744.2444612335948,148.7298652689132,680.9506847966259,2.5482758620689654
676003741,TONGA4,-19.9355,-174.72811,Tonga,Ha'afeva West Reef,Tonga,2,2/09/2009,0,17,16,17,14,35,99,83,14.795191044299933,2.759677275231627,0.6716689810259238,0.23792672618945365,1461.239164045194,247.88100685843685,550.5744651540078,2.2
676003742,TONGA12,-18.69375,-174.13804,Tonga,Hunga lagoon Outer,Tonga,3.5,14/09/2009,0,51,4,22,0,23,100,96,19.26129305471824,2.980585602360342,0.5818600715872941,0.2749520655773592,0,173.53429275660417,576.796411199086,2.2653061224489797
682002937,COOK1,-18.85415,-159.80642,Cook Islands,Aitutaki 1,Cook Islands (southern),7,31/07/2009,0,45,49,0,0,4,98,49,34.74115708274692,3.507590777329995,1.086567801049177,0.3688569395809968,498.35556035245565,95.32456971086013,695.7401025300065,2.513333333333333
682002938,COOK2,-18.85616,-159.81254,Cook Islands,Aitutaki 2,Cook Islands (southern),7.5,1/08/2009,0,54,29,0,0,2,85,56,27.41595268131468,4.282458743038516,1.0368429018853147,0.4453983382573244,1993.4222414098226,102.8772118089792,570.7765271682373,2.6285714285714286
682002939,COOK3,-18.92829,-159.75881,Cook Islands,Aitutaki 3,Cook Islands (southern),1,2/08/2009,7.86516854,17.97752809,2.247191011,0,40.4494382,31.460674161,100.00000000200001,97.75280899100001,9.758763148402675,9.244042858974677,4.3882249331354775,4.634719841051611,0,5078.548192551411,1478.2404460869768,1.5538461538461539
682002940,COOK4,-18.854914,-159.809986,Cook Islands,Aitutaki 4,Cook Islands (southern),12,5/08/2009,0,20,21,51,0,8,100,79,25.41361491367211,2.2866159948626485,0.4851998942369879,0.1755741461810727,0,74.51215950530283,382.4574896480214,2.2580645161290325
683003147,NIUE1,-19.12596,-169.91409,Niue,Atavelu,Niue,3,11/09/2011,0,58.0952381,18.095238092000002,4.761904762,0,9.523809524,90.476190478,72.380952386,29.483921894452184,6.238365517923767,1.5388026712075153,0.7208077048722429,5232.733383700784,184.87296207444876,695.8627882367178,2.8264150943396227
683003148,NIUE2,-19.12598,-169.91349,Niue,Atavelu2,Niue,2.5,11/09/2011,0,43,34,18,4,0,99,65,22.593577605518888,4.73520337911146,1.1734979417837024,0.470188608247516,4543.797882366307,377.0978775297693,937.1220301596029,2.7490196078431373
683003149,NIUE3,-19.05676,-169.92366,Niue,Alofi,Niue,3,12/09/2011,21,14,16,1,1,47,100,84,15.979779443735048,2.988295550537924,7.831865246633619,0.2588739892276213,116.61814752971361,6906.016980569476,1714.2316449328519,1.7940298507462686
683003150,NIUE4,-19.12953,-169.91762,Niue,Atavelu coral garden,Niue,3,13/09/2011,0,20.90909091,22.727272732,12.72727273,0,33.63636364,90.000000012,67.27272728,16.281065730920716,2.836536493467411,0.9216423046498403,0.31394083414673385,2136.9890835191927,246.83436798725867,603.053068327696,2.272
683003151,NIUE5,-18.97603,-169.89648,Niue,Limu Pool  Namukulu,Niue,1.6,14/09/2011,9,3,27,0,0,61,100,73,131.2857500611733,7.937673748724178,2.9084533906220216,0.5301869574459271,291.3145764335858,4018.5316521982563,1412.4158577739051,1.923076923076923
683003152,NIUE6,-19.0612,-169.9316,Niue,Chimney,Niue,10,15/09/2011,0,43,8,5,0,22,78,70,17.61735259696614,2.4622927584039354,0.5462355189155663,0.24007958783345065,0,158.1027796624023,525.9026102109314,2.231111111111111
683003153,NIUE7,-19.0618,-169.933,Niue,Bubble Cave,Niue,10,15/09/2011,6.363636364,40,22.727272724000002,2.727272727,0,19.09090909,90.909090905,68.181818181,21.51842142346593,3.0635707157987824,2.266612868665344,0.3511983657366537,1744.2444612335948,2317.341500049232,781.8862808388715,2.451063829787234
683003932,NIUE3,-19.05676,-169.92366,Niue,Alofi,Niue,2.5,12/09/2011,0,56,18,25,1,0,100,82,25.40841263870505,4.937603142416813,0.9793029949547989,0.48589475225566336,2495.9061887926173,187.8904627993291,629.4577001723111,2.7
683003933,NIUE4,-19.12953,-169.91762,Niue,Atavelu coral garden,Niue,2.5,13/09/2011,0,61,21,18,0,0,100,79,27.70852124850593,4.769526170781986,0.8471850997093379,0.46866170673809254,679.8783065043374,262.8126625509086,671.9401185637304,2.488888888888889
683003934,NIUE5,-18.97603,-169.89648,Niue,Limu Pool  Namukulu,Niue,1.5,14/09/2011,0,74,19,3,4,0,100,81,34.90843931923811,5.5761323990187,0.9212661813447744,0.4927440988826029,747.5333405286835,114.72762936523728,707.0356248526673,2.56
689003033,MI1,-9.88992,-139.07823,French Polynesia,Tahuata Nth,Marquesas,7,26/05/2009,0,34,19,19,4,24,100,81,20.47669980069997,3.2224534345786497,0.8184103792759682,0.34533202562761584,1853.9837863307916,223.5428508356482,560.8927703978793,2.158333333333333
689003034,MI2,-9.90635,-139.10408,French Polynesia,Hanemoenoa Bay,Marquesas,10,27/05/2009,0,48,29,5,10,8,100,71,49.21891896411354,7.3326845309227915,1.0659755189028648,0.5966894259691465,2386.1668636954205,182.24683148056945,752.7985788940589,2.4727272727272727
689003035,MI3,-9.39721,-140.12833,French Polynesia,Baie Hakeaotu,Marquesas,8,30/05/2009,0,34,50,4,0,12,100,50,84.12495946060773,8.118954920567386,1.1313184243193792,0.6007502693521294,641.9224024618255,182.04570550058395,1028.6670606380085,2.4838709677419355
689003036,MI4,-9.40052,-140.13117,French Polynesia,Pan de Sucre,Marquesas,11,30/05/2009,0,59,20,12,3,6,100,80,28.687287027808082,3.845090448182554,0.7477005996498306,0.35901894253363986,215.3502631640548,145.63388049461076,619.2421968964535,2.407843137254902
689003037,MI5,-9.40621,-140.12833,French Polynesia,Motumoutu,Marquesas,11,31/05/2009,0,52,29,19,0,0,100,71,26.184864535396386,2.696558973287523,0.7420244921101903,0.29146737846534787,0,57.15335508109522,525.9026102109314,2.614634146341463
689003038,MI6,-8.94792,-140.16498,French Polynesia,Anse Hakatea,Marquesas,4.5,6/06/2009,0,16,63,19,0,2,100,37,132.2465510153426,10.755954689978546,1.3327678097399598,0.7492410275099648,3576.78589164323,349.3857310043351,1331.7997273146973,2.7272727272727275
689003039,MI7,-8.82557,-140.24975,French Polynesia,Baie Haahopu,Marquesas,4.2,8/06/2009,0,35,5,7,8,45,100,95,12.378513935925668,1.9282520942187729,0.5069077783521159,0.18288124513109716,0,271.1882603237873,534.9975209430738,1.8615384615384616
689003040,FP16,-15.9408,-145.91479,French Polynesia,Toau Bommie,Society Islands,2.5,15/06/2009,2,24,37,3,5,27,98,61,37.336283233570185,8.381190569539376,2.5212062027391746,1.1836723760804242,6478.622284581923,1187.5124039929844,901.537519828473,2.528813559322034
689003041,FP17,-15.93489,-145.88078,French Polynesia,Toau Outside,Society Islands,9.5,16/06/2009,1,11,45,5,14,17,93,48,53.95019503572251,7.763770897790606,2.7415803726471464,1.1773381438958985,11783.139089337392,820.5358296051638,829.6950051606614,2.9608695652173913
689003042,FP18,-15.9374,-145.89144,French Polynesia,Toau Bommie2,Society Islands,9,16/06/2009,16,2,10,9,25,37,99,89,9.110925564032454,1.498677507695254,7.696061940986509,0.09975256121786581,498.35556035245565,5744.76390413951,1433.0082812588892,1.8585365853658538
689003043,FP19,-16.07223,-145.70173,French Polynesia,Fakarava Outside,Society Islands,10,18/06/2009,14,10,61,1,5,6,97,36,86.81489684015256,10.683646877766565,6.641786929022998,1.2935671120169114,11783.139089337392,5734.244379809299,1597.5626889432938,2.929824561403509
689003044,FP20,-16.08315,-145.69337,French Polynesia,Fakarava Bommie,Society Islands,6.5,20/06/2009,0,71,19,1,9,0,100,81,31.0972516445354,6.272182526282172,1.154519455174497,0.8831687797633816,430.7005263281096,448.70485130221203,812.3097544113863,2.536842105263158
689003045,FP21,-16.0709,-145.69915,French Polynesia,Fakarava Outside Shallow,Society Islands,3,21/06/2009,3,23,51,3,2,17,99,48,46.16321605900486,7.131847376534692,2.4399783841696157,0.7431008016311351,5912.611690205122,1418.3376887626205,971.9984211929395,2.6258064516129034
689003047,FP1,-17.53594,-149.58207,French Polynesia,Papeete Dock,Society Islands,2.1,1/07/2009,0,29,37,26,0,8,100,63,30.76850820110949,9.859875480000921,3.062509744608767,1.9901185945479352,11960.533448458935,733.7675508667494,821.1704311721636,2.7800000000000002
689003048,FP2,-17.47593,-149.82433,French Polynesia,Moorea Channel,Society Islands,10,2/07/2009,0,33,2,41,4,18,98,96,13.944791625060608,2.618118317345738,0.49339781475866357,0.29766404384904704,0,247.7118919180337,427.4227277070927,2.097142857142857
689003049,FP3,-17.482854,-149.89383,French Polynesia,Passe Tareu Moorea,Society Islands,9,3/07/2009,0,41,3,47,0,7,98,95,16.50904247760861,4.451113026421869,0.7848878575266378,0.7343672865626046,498.35556035245565,378.3097109515325,478.16721534684814,2.375757575757576
689003050,FP4,-17.49007,-149.92352,French Polynesia,"Tiki, Moorea",Society Islands,14,4/07/2009,2,54,5,12,9,18,100,95,21.526251492752625,4.445820753929872,1.3338219999732273,0.4426826356328946,498.35556035245565,927.8778446380004,700.6076831842735,2.3836734693877553
689003051,FP5,-17.0004,-149.59126,French Polynesia,Tetiaroa,Society Islands,9,5/07/2009,0,30,52,5,5,5,97,45,42.18075058305298,13.716339203912444,4.67358827519781,2.9825376426358403,20369.051327456673,1163.2943063541202,1183.1111710635612,3.070175438596491
689003052,FP6,-16.72503,-150.97299,French Polynesia,Huahine Pass,Society Islands,10,7/07/2009,0,49,10,29,0,12,100,90,22.343252618847252,5.369494637911116,0.8007774011809821,0.5333282260367103,891.1001826380534,388.63156542675506,570.9880180419195,2.3041666666666667
689003053,FP7,-16.69283,-151.03572,French Polynesia,Fa'a Miti Huahine,Society Islands,15,7/07/2009,0,18,13,18,15,34,98,85,23.27836619736416,2.4292397005315687,0.4915639246430433,0.17525314100240846,0,207.24897263495592,518.5826993280672,2.019047619047619
689003054,FP8,-16.72781,-151.04663,French Polynesia,Passe Avapehi,Society Islands,5,8/07/2009,0,19,28,14,15,23,99,71,21.64669699030925,7.817091055137442,2.7300347848483444,1.3409300529117105,12957.244569163846,573.3784788289332,691.9936297382357,2.9627906976744187
689003055,FP9,-16.74255,-151.42234,French Polynesia,Tombant des Napoleons,Society Islands,5.8,8/07/2009,0,30,2,5,16,47,100,98,13.172639102481963,2.0552949820829145,0.6348211712758924,0.21705448459421897,249.17778017622783,282.4542993154046,629.4824167327923,2.119148936170213
689003056,FP10,-16.7456,-151.42573,French Polynesia,Teavapiti Pass Sth,Society Islands,10.5,9/07/2009,0,4,31,2,17,46,100,69,19.066553683219027,4.023728636064189,1.5085457147732297,0.5031046063949981,5481.911163877012,314.97478911445677,664.9510132583997,2.4
689003057,FP11,-16.74719,-151.42478,French Polynesia,Taoru Motu,Society Islands,10,10/07/2009,0,4,32,18,29,16,99,67,23.640692653845022,2.6934129921235748,0.8964124226735003,0.2640339652440216,1744.2444612335948,126.79294156908216,490.0046833114382,2.490909090909091
689003058,FP14,-16.74082,-151.42032,French Polynesia,Teavapiti Pass,Society Islands,8,10/07/2009,0,19,4,42,4,31,100,96,7.180856248083809,1.8249528453473114,0.4099032866506649,0.19067119143951236,0,294.8781732935097,383.314766850692,1.8666666666666667
