"","Year","Site","Replicate","taxon","cover","dataset"
"1611",2013,"Gendron",2,"Tabular",2,"Moorea"
"1612",2013,"Gendron",2,"understory macroalgae",6,"Moorea"
"1613",2013,"Gendron",3,"Branching",2,"Moorea"
"1614",2013,"Gendron",3,"Corymbose",6,"Moorea"
"1615",2013,"Gendron",3,"Encrusting",6,"Moorea"
"1616",2013,"Gendron",3,"Halimeda",2,"Moorea"
"1617",2013,"Gendron",3,"Massive",6,"Moorea"
"1618",2013,"Gendron",3,"Rock and Rubble",70,"Moorea"
"1619",2013,"Gendron",3,"understory macroalgae",8,"Moorea"
"1620",2013,"Haapiti",1,"Corymbose",8,"Moorea"
"1621",2013,"Haapiti",1,"Encrusting",10,"Moorea"
"1622",2013,"Haapiti",1,"Halimeda",38,"Moorea"
"1623",2013,"Haapiti",1,"Massive",2,"Moorea"
"1624",2013,"Haapiti",1,"Rock and Rubble",40,"Moorea"
"1625",2013,"Haapiti",1,"Tabular",2,"Moorea"
"1626",2013,"Haapiti",2,"Corymbose",6,"Moorea"
"1627",2013,"Haapiti",2,"Halimeda",30,"Moorea"
"1628",2013,"Haapiti",2,"Massive",6,"Moorea"
"1629",2013,"Haapiti",2,"Rock and Rubble",54,"Moorea"
"1630",2013,"Haapiti",2,"Sand",4,"Moorea"
"1631",2013,"Haapiti",3,"Branching",4,"Moorea"
"1632",2013,"Haapiti",3,"Corymbose",4,"Moorea"
"1633",2013,"Haapiti",3,"Encrusting",4,"Moorea"
"1634",2013,"Haapiti",3,"Halimeda",34,"Moorea"
"1635",2013,"Haapiti",3,"Massive",2,"Moorea"
"1636",2013,"Haapiti",3,"Rock and Rubble",52,"Moorea"
"1637",2013,"Maatea",1,"Branching",6,"Moorea"
"1638",2013,"Maatea",1,"Halimeda",42,"Moorea"
"1639",2013,"Maatea",1,"Massive",2,"Moorea"
"1640",2013,"Maatea",1,"Rock and Rubble",44,"Moorea"
"1641",2013,"Maatea",1,"understory macroalgae",6,"Moorea"
"1642",2013,"Maatea",2,"Corymbose",4,"Moorea"
"1643",2013,"Maatea",2,"Halimeda",44,"Moorea"
"1644",2013,"Maatea",2,"Massive",6,"Moorea"
"1645",2013,"Maatea",2,"Rock and Rubble",44,"Moorea"
"1646",2013,"Maatea",2,"Sand",2,"Moorea"
"1647",2013,"Maatea",3,"Corymbose",6,"Moorea"
"1648",2013,"Maatea",3,"Encrusting",2,"Moorea"
"1649",2013,"Maatea",3,"Halimeda",28,"Moorea"
"1650",2013,"Maatea",3,"Massive",8,"Moorea"
"1651",2013,"Maatea",3,"Rock and Rubble",46,"Moorea"
"1652",2013,"Maatea",3,"Sand",6,"Moorea"
"1653",2013,"Maatea",3,"understory macroalgae",4,"Moorea"
"1654",2013,"Motu Ahi",1,"Corymbose",2,"Moorea"
"1655",2013,"Motu Ahi",1,"Encrusting",2,"Moorea"
"1656",2013,"Motu Ahi",1,"Laminar",2,"Moorea"
"1657",2013,"Motu Ahi",1,"Massive",2,"Moorea"
"1658",2013,"Motu Ahi",1,"Rock and Rubble",92,"Moorea"
"1659",2013,"Motu Ahi",2,"Corymbose",2,"Moorea"
"1660",2013,"Motu Ahi",2,"Encrusting",2,"Moorea"
"1661",2013,"Motu Ahi",2,"Laminar",2,"Moorea"
"1662",2013,"Motu Ahi",2,"Rock and Rubble",94,"Moorea"
"1663",2013,"Motu Ahi",3,"Corymbose",4,"Moorea"
"1664",2013,"Motu Ahi",3,"Encrusting",2,"Moorea"
"1665",2013,"Motu Ahi",3,"Halimeda",2,"Moorea"
"1666",2013,"Motu Ahi",3,"Rock and Rubble",90,"Moorea"
"1667",2013,"Motu Ahi",3,"Sand",2,"Moorea"
"1668",2013,"Nuarei",1,"Halimeda",10,"Moorea"
"1669",2013,"Nuarei",1,"Laminar",2,"Moorea"
"1670",2013,"Nuarei",1,"Rock and Rubble",88,"Moorea"
"1671",2013,"Nuarei",2,"Corymbose",2,"Moorea"
"1672",2013,"Nuarei",2,"Halimeda",4,"Moorea"
"1673",2013,"Nuarei",2,"Rock and Rubble",94,"Moorea"
"1674",2013,"Nuarei",3,"Corymbose",8,"Moorea"
"1675",2013,"Nuarei",3,"Halimeda",8,"Moorea"
"1676",2013,"Nuarei",3,"Massive",2,"Moorea"
"1677",2013,"Nuarei",3,"Rock and Rubble",80,"Moorea"
"1678",2013,"Nuarei",3,"others",2,"Moorea"
"1679",2013,"Pihaena",1,"Corymbose",2,"Moorea"
"1680",2013,"Pihaena",1,"Laminar",2,"Moorea"
"1681",2013,"Pihaena",1,"Rock and Rubble",96,"Moorea"
"1682",2013,"Pihaena",2,"Branching",2,"Moorea"
"1683",2013,"Pihaena",2,"Rock and Rubble",94,"Moorea"
"1684",2013,"Pihaena",2,"understory macroalgae",4,"Moorea"
"1685",2013,"Pihaena",3,"Branching",2,"Moorea"
"1686",2013,"Pihaena",3,"Massive",2,"Moorea"
"1687",2013,"Pihaena",3,"Rock and Rubble",96,"Moorea"
"1688",2013,"Taotaha",1,"Corymbose",8,"Moorea"
"1689",2013,"Taotaha",1,"Encrusting",2,"Moorea"
"1690",2013,"Taotaha",1,"Halimeda",2,"Moorea"
"1691",2013,"Taotaha",1,"Massive",2,"Moorea"
"1692",2013,"Taotaha",1,"Rock and Rubble",82,"Moorea"
"1693",2013,"Taotaha",1,"understory macroalgae",4,"Moorea"
"1694",2013,"Taotaha",2,"Corymbose",6,"Moorea"
"1695",2013,"Taotaha",2,"Halimeda",2,"Moorea"
"1696",2013,"Taotaha",2,"Massive",2,"Moorea"
"1697",2013,"Taotaha",2,"Rock and Rubble",86,"Moorea"
"1698",2013,"Taotaha",2,"Tabular",4,"Moorea"
"1699",2013,"Taotaha",3,"Branching",4,"Moorea"
"1700",2013,"Taotaha",3,"Corymbose",8,"Moorea"
"1701",2013,"Taotaha",3,"Encrusting",2,"Moorea"
"1702",2013,"Taotaha",3,"Halimeda",2,"Moorea"
"1703",2013,"Taotaha",3,"Massive",4,"Moorea"
"1704",2013,"Taotaha",3,"Rock and Rubble",76,"Moorea"
"1705",2013,"Taotaha",3,"understory macroalgae",4,"Moorea"
"1706",2013,"Temae",1,"Corymbose",2,"Moorea"
"1707",2013,"Temae",1,"Halimeda",4,"Moorea"
"1708",2013,"Temae",1,"Rock and Rubble",90,"Moorea"
"1709",2013,"Temae",1,"Sand",2,"Moorea"
"1710",2013,"Temae",1,"understory macroalgae",2,"Moorea"
"1711",2013,"Temae",2,"Corymbose",4,"Moorea"
"1712",2013,"Temae",2,"Halimeda",2,"Moorea"
"1713",2013,"Temae",2,"Massive",4,"Moorea"
"1714",2013,"Temae",2,"Rock and Rubble",90,"Moorea"
"1715",2013,"Temae",3,"Corymbose",2,"Moorea"
"1716",2013,"Temae",3,"Halimeda",6,"Moorea"
"1717",2013,"Temae",3,"Laminar",2,"Moorea"
"1718",2013,"Temae",3,"Rock and Rubble",88,"Moorea"
"1719",2013,"Temae",3,"Sand",2,"Moorea"
"1720",2013,"Tetaiuo",1,"Branching",4,"Moorea"
"1721",2013,"Tetaiuo",1,"Corymbose",6,"Moorea"
"1722",2013,"Tetaiuo",1,"Encrusting",2,"Moorea"
"1723",2013,"Tetaiuo",1,"Laminar",2,"Moorea"
"1724",2013,"Tetaiuo",1,"Massive",2,"Moorea"
"1725",2013,"Tetaiuo",1,"Rock and Rubble",78,"Moorea"
"1726",2013,"Tetaiuo",1,"Sand",4,"Moorea"
"1727",2013,"Tetaiuo",1,"Tabular",2,"Moorea"
"1728",2013,"Tetaiuo",2,"Corymbose",12,"Moorea"
"1729",2013,"Tetaiuo",2,"Halimeda",6,"Moorea"
"1730",2013,"Tetaiuo",2,"Laminar",2,"Moorea"
"1731",2013,"Tetaiuo",2,"Massive",4,"Moorea"
"1732",2013,"Tetaiuo",2,"Rock and Rubble",72,"Moorea"
"1733",2013,"Tetaiuo",2,"understory macroalgae",4,"Moorea"
"1734",2013,"Tetaiuo",3,"Branching",2,"Moorea"
"1735",2013,"Tetaiuo",3,"Corymbose",4,"Moorea"
"1736",2013,"Tetaiuo",3,"Encrusting",8,"Moorea"
"1737",2013,"Tetaiuo",3,"Halimeda",2,"Moorea"
"1738",2013,"Tetaiuo",3,"Massive",4,"Moorea"
"1739",2013,"Tetaiuo",3,"Rock and Rubble",74,"Moorea"
"1740",2013,"Tetaiuo",3,"understory macroalgae",6,"Moorea"
"1741",2013,"Tiahura",1,"Corymbose",4,"Moorea"
"1742",2013,"Tiahura",1,"Rock and Rubble",84,"Moorea"
"1743",2013,"Tiahura",1,"understory macroalgae",12,"Moorea"
"1744",2013,"Tiahura",2,"Branching",2,"Moorea"
"1745",2013,"Tiahura",2,"Corymbose",4,"Moorea"
"1746",2013,"Tiahura",2,"Halimeda",2,"Moorea"
"1747",2013,"Tiahura",2,"Massive",2,"Moorea"
"1748",2013,"Tiahura",2,"Rock and Rubble",84,"Moorea"
"1749",2013,"Tiahura",2,"Tabular",2,"Moorea"
"1750",2013,"Tiahura",2,"understory macroalgae",4,"Moorea"
"1751",2013,"Tiahura",3,"Branching",2,"Moorea"
"1752",2013,"Tiahura",3,"Corymbose",2,"Moorea"
"1753",2013,"Tiahura",3,"Rock and Rubble",90,"Moorea"
"1754",2013,"Tiahura",3,"understory macroalgae",6,"Moorea"
"1755",2014,"Afareaitu",1,"Corymbose",4,"Moorea"
"1756",2014,"Afareaitu",1,"Laminar",2,"Moorea"
"1757",2014,"Afareaitu",1,"Massive",2,"Moorea"
"1758",2014,"Afareaitu",1,"Rock and Rubble",92,"Moorea"
"1759",2014,"Afareaitu",2,"Corymbose",6,"Moorea"
"1760",2014,"Afareaitu",2,"Encrusting",4,"Moorea"
"1761",2014,"Afareaitu",2,"Rock and Rubble",90,"Moorea"
"1762",2014,"Afareaitu",3,"Branching",2,"Moorea"
"1763",2014,"Afareaitu",3,"Corymbose",4,"Moorea"
"1764",2014,"Afareaitu",3,"Encrusting",2,"Moorea"
"1765",2014,"Afareaitu",3,"Halimeda",2,"Moorea"
"1766",2014,"Afareaitu",3,"Massive",4,"Moorea"
"1767",2014,"Afareaitu",3,"Rock and Rubble",80,"Moorea"
"1768",2014,"Afareaitu",3,"Sand",2,"Moorea"
"1769",2014,"Afareaitu",3,"Tabular",2,"Moorea"
"1770",2014,"Afareaitu",3,"others",2,"Moorea"
"1771",2014,"Aroa",1,"Branching",2,"Moorea"
"1772",2014,"Aroa",1,"Corymbose",12,"Moorea"
"1773",2014,"Aroa",1,"Encrusting",4,"Moorea"
"1774",2014,"Aroa",1,"Halimeda",6,"Moorea"
"1775",2014,"Aroa",1,"Massive",12,"Moorea"
"1776",2014,"Aroa",1,"Rock and Rubble",50,"Moorea"
"1777",2014,"Aroa",1,"Sand",6,"Moorea"
"1778",2014,"Aroa",1,"understory macroalgae",8,"Moorea"
"1779",2014,"Aroa",2,"Branching",2,"Moorea"
"1780",2014,"Aroa",2,"Corymbose",20,"Moorea"
"1781",2014,"Aroa",2,"Encrusting",2,"Moorea"
"1782",2014,"Aroa",2,"Halimeda",2,"Moorea"
"1783",2014,"Aroa",2,"Massive",4,"Moorea"
"1784",2014,"Aroa",2,"Rock and Rubble",70,"Moorea"
"1785",2014,"Aroa",3,"Corymbose",8,"Moorea"
"1786",2014,"Aroa",3,"Massive",4,"Moorea"
"1787",2014,"Aroa",3,"Rock and Rubble",74,"Moorea"
"1788",2014,"Aroa",3,"Sand",2,"Moorea"
"1789",2014,"Aroa",3,"Tabular",2,"Moorea"
"1790",2014,"Aroa",3,"understory macroalgae",10,"Moorea"
"1791",2014,"Entre 2 baies",1,"Branching",2,"Moorea"
"1792",2014,"Entre 2 baies",1,"Corymbose",22,"Moorea"
"1793",2014,"Entre 2 baies",1,"Massive",8,"Moorea"
"1794",2014,"Entre 2 baies",1,"Rock and Rubble",62,"Moorea"
"1795",2014,"Entre 2 baies",1,"understory macroalgae",6,"Moorea"
"1796",2014,"Entre 2 baies",2,"Corymbose",30,"Moorea"
"1797",2014,"Entre 2 baies",2,"Laminar",2,"Moorea"
"1798",2014,"Entre 2 baies",2,"Rock and Rubble",62,"Moorea"
"1799",2014,"Entre 2 baies",2,"understory macroalgae",6,"Moorea"
"1800",2014,"Entre 2 baies",3,"Corymbose",40,"Moorea"
"1801",2014,"Entre 2 baies",3,"Encrusting",6,"Moorea"
"1802",2014,"Entre 2 baies",3,"Massive",2,"Moorea"
"1803",2014,"Entre 2 baies",3,"Rock and Rubble",42,"Moorea"
"1804",2014,"Entre 2 baies",3,"Tabular",2,"Moorea"
"1805",2014,"Entre 2 baies",3,"understory macroalgae",8,"Moorea"
"1806",2014,"Gendron",1,"Branching",18,"Moorea"
"1807",2014,"Gendron",1,"Corymbose",6,"Moorea"
"1808",2014,"Gendron",1,"Encrusting",2,"Moorea"
"1809",2014,"Gendron",1,"Laminar",2,"Moorea"
"1810",2014,"Gendron",1,"Massive",8,"Moorea"
"1811",2014,"Gendron",1,"Rock and Rubble",64,"Moorea"
"1812",2014,"Gendron",2,"Corymbose",16,"Moorea"
"1813",2014,"Gendron",2,"Encrusting",8,"Moorea"
"1814",2014,"Gendron",2,"Laminar",2,"Moorea"
"1815",2014,"Gendron",2,"Massive",2,"Moorea"
"1816",2014,"Gendron",2,"Rock and Rubble",66,"Moorea"
"1817",2014,"Gendron",2,"Sand",2,"Moorea"
"1818",2014,"Gendron",2,"Tabular",4,"Moorea"
"1819",2014,"Gendron",3,"Branching",4,"Moorea"
"1820",2014,"Gendron",3,"Corymbose",16,"Moorea"
"1821",2014,"Gendron",3,"Encrusting",4,"Moorea"
"1822",2014,"Gendron",3,"Massive",8,"Moorea"
"1823",2014,"Gendron",3,"Rock and Rubble",64,"Moorea"
"1824",2014,"Gendron",3,"Sand",4,"Moorea"
"1825",2014,"Haapiti",1,"Corymbose",2,"Moorea"
"1826",2014,"Haapiti",1,"Encrusting",6,"Moorea"
"1827",2014,"Haapiti",1,"Halimeda",36,"Moorea"
"1828",2014,"Haapiti",1,"Massive",4,"Moorea"
"1829",2014,"Haapiti",1,"Rock and Rubble",52,"Moorea"
"1830",2014,"Haapiti",2,"Branching",6,"Moorea"
"1831",2014,"Haapiti",2,"Corymbose",10,"Moorea"
"1832",2014,"Haapiti",2,"Encrusting",8,"Moorea"
"1833",2014,"Haapiti",2,"Halimeda",28,"Moorea"
"1834",2014,"Haapiti",2,"Massive",2,"Moorea"
"1835",2014,"Haapiti",2,"Rock and Rubble",44,"Moorea"
"1836",2014,"Haapiti",2,"Sand",2,"Moorea"
"1837",2014,"Haapiti",3,"Branching",2,"Moorea"
"1838",2014,"Haapiti",3,"Encrusting",2,"Moorea"
"1839",2014,"Haapiti",3,"Halimeda",28,"Moorea"
"1840",2014,"Haapiti",3,"Massive",4,"Moorea"
"1841",2014,"Haapiti",3,"Rock and Rubble",64,"Moorea"
"1842",2014,"Maatea",1,"Corymbose",8,"Moorea"
"1843",2014,"Maatea",1,"Halimeda",30,"Moorea"
"1844",2014,"Maatea",1,"Massive",10,"Moorea"
"1845",2014,"Maatea",1,"Rock and Rubble",44,"Moorea"
"1846",2014,"Maatea",1,"Sand",4,"Moorea"
"1847",2014,"Maatea",1,"understory macroalgae",4,"Moorea"
"1848",2014,"Maatea",2,"Branching",2,"Moorea"
"1849",2014,"Maatea",2,"Corymbose",4,"Moorea"
"1850",2014,"Maatea",2,"Halimeda",50,"Moorea"
"1851",2014,"Maatea",2,"Massive",10,"Moorea"
"1852",2014,"Maatea",2,"Rock and Rubble",34,"Moorea"
"1853",2014,"Maatea",3,"Corymbose",10,"Moorea"
"1854",2014,"Maatea",3,"Encrusting",4,"Moorea"
"1855",2014,"Maatea",3,"Halimeda",28,"Moorea"
"1856",2014,"Maatea",3,"Massive",6,"Moorea"
"1857",2014,"Maatea",3,"Rock and Rubble",46,"Moorea"
"1858",2014,"Maatea",3,"Sand",2,"Moorea"
"1859",2014,"Maatea",3,"understory macroalgae",4,"Moorea"
"1860",2014,"Motu Ahi",1,"Corymbose",6,"Moorea"
"1861",2014,"Motu Ahi",1,"Encrusting",2,"Moorea"
"1862",2014,"Motu Ahi",1,"Rock and Rubble",88,"Moorea"
"1863",2014,"Motu Ahi",1,"Sand",4,"Moorea"
"1864",2014,"Motu Ahi",2,"Branching",2,"Moorea"
"1865",2014,"Motu Ahi",2,"Corymbose",4,"Moorea"
"1866",2014,"Motu Ahi",2,"Encrusting",2,"Moorea"
"1867",2014,"Motu Ahi",2,"Rock and Rubble",90,"Moorea"
"1868",2014,"Motu Ahi",2,"Sand",2,"Moorea"
"1869",2014,"Motu Ahi",3,"Corymbose",2,"Moorea"
"1870",2014,"Motu Ahi",3,"Rock and Rubble",92,"Moorea"
"1871",2014,"Motu Ahi",3,"Sand",6,"Moorea"
"1872",2014,"Nuarei",1,"Corymbose",4,"Moorea"
"1873",2014,"Nuarei",1,"Encrusting",6,"Moorea"
"1874",2014,"Nuarei",1,"Rock and Rubble",90,"Moorea"
"1875",2014,"Nuarei",2,"Branching",2,"Moorea"
"1876",2014,"Nuarei",2,"Corymbose",14,"Moorea"
"1877",2014,"Nuarei",2,"Halimeda",2,"Moorea"
"1878",2014,"Nuarei",2,"Massive",2,"Moorea"
"1879",2014,"Nuarei",2,"Rock and Rubble",76,"Moorea"
"1880",2014,"Nuarei",2,"Sand",4,"Moorea"
"1881",2014,"Nuarei",3,"Branching",4,"Moorea"
"1882",2014,"Nuarei",3,"Corymbose",20,"Moorea"
"1883",2014,"Nuarei",3,"Rock and Rubble",74,"Moorea"
"1884",2014,"Nuarei",3,"Sand",2,"Moorea"
"1885",2014,"Pihaena",1,"Corymbose",6,"Moorea"
"1886",2014,"Pihaena",1,"Rock and Rubble",94,"Moorea"
"1887",2014,"Pihaena",2,"Corymbose",6,"Moorea"
"1888",2014,"Pihaena",2,"Encrusting",2,"Moorea"
"1889",2014,"Pihaena",2,"Rock and Rubble",45,"Moorea"
"1890",2014,"Pihaena",2,"Tabular",2,"Moorea"
"1891",2014,"Pihaena",3,"Branching",2,"Moorea"
"1892",2014,"Pihaena",3,"Corymbose",8,"Moorea"
"1893",2014,"Pihaena",3,"Rock and Rubble",90,"Moorea"
"1894",2014,"Taotaha",1,"Corymbose",6,"Moorea"
"1895",2014,"Taotaha",1,"Encrusting",12,"Moorea"
"1896",2014,"Taotaha",1,"Halimeda",2,"Moorea"
"1897",2014,"Taotaha",1,"Massive",8,"Moorea"
"1898",2014,"Taotaha",1,"Rock and Rubble",64,"Moorea"
"1899",2014,"Taotaha",1,"Sand",2,"Moorea"
"1900",2014,"Taotaha",1,"Tabular",4,"Moorea"
"1901",2014,"Taotaha",1,"understory macroalgae",2,"Moorea"
"1902",2014,"Taotaha",2,"Corymbose",14,"Moorea"
"1903",2014,"Taotaha",2,"Encrusting",8,"Moorea"
"1904",2014,"Taotaha",2,"Massive",10,"Moorea"
"1905",2014,"Taotaha",2,"Rock and Rubble",64,"Moorea"
"1906",2014,"Taotaha",2,"Tabular",2,"Moorea"
"1907",2014,"Taotaha",2,"understory macroalgae",2,"Moorea"
"1908",2014,"Taotaha",3,"Corymbose",16,"Moorea"
"1909",2014,"Taotaha",3,"Encrusting",6,"Moorea"
"1910",2014,"Taotaha",3,"Massive",2,"Moorea"
"1911",2014,"Taotaha",3,"Rock and Rubble",72,"Moorea"
"1912",2014,"Taotaha",3,"understory macroalgae",4,"Moorea"
"1913",2014,"Temae",1,"Corymbose",6,"Moorea"
"1914",2014,"Temae",1,"Encrusting",2,"Moorea"
"1915",2014,"Temae",1,"Halimeda",2,"Moorea"
"1916",2014,"Temae",1,"Laminar",2,"Moorea"
"1917",2014,"Temae",1,"Rock and Rubble",88,"Moorea"
"1918",2014,"Temae",2,"Corymbose",6,"Moorea"
"1919",2014,"Temae",2,"Encrusting",2,"Moorea"
"1920",2014,"Temae",2,"Halimeda",4,"Moorea"
"1921",2014,"Temae",2,"Rock and Rubble",86,"Moorea"
"1922",2014,"Temae",2,"Sand",2,"Moorea"
"1923",2014,"Temae",3,"Branching",2,"Moorea"
"1924",2014,"Temae",3,"Rock and Rubble",92,"Moorea"
"1925",2014,"Temae",3,"Sand",6,"Moorea"
"1926",2014,"Tetaiuo",1,"Corymbose",8,"Moorea"
"1927",2014,"Tetaiuo",1,"Encrusting",6,"Moorea"
"1928",2014,"Tetaiuo",1,"Massive",6,"Moorea"
"1929",2014,"Tetaiuo",1,"Rock and Rubble",78,"Moorea"
"1930",2014,"Tetaiuo",1,"Tabular",2,"Moorea"
"1931",2014,"Tetaiuo",2,"Branching",2,"Moorea"
"1932",2014,"Tetaiuo",2,"Corymbose",10,"Moorea"
"1933",2014,"Tetaiuo",2,"Laminar",2,"Moorea"
"1934",2014,"Tetaiuo",2,"Massive",6,"Moorea"
"1935",2014,"Tetaiuo",2,"Rock and Rubble",78,"Moorea"
"1936",2014,"Tetaiuo",2,"Tabular",2,"Moorea"
"1937",2014,"Tetaiuo",3,"Corymbose",20,"Moorea"
"1938",2014,"Tetaiuo",3,"Encrusting",4,"Moorea"
"1939",2014,"Tetaiuo",3,"Laminar",2,"Moorea"
"1940",2014,"Tetaiuo",3,"Massive",6,"Moorea"
"1941",2014,"Tetaiuo",3,"Rock and Rubble",62,"Moorea"
"1942",2014,"Tetaiuo",3,"understory macroalgae",6,"Moorea"
"1943",2014,"Tiahura",1,"Corymbose",4,"Moorea"
"1944",2014,"Tiahura",1,"Encrusting",8,"Moorea"
"1945",2014,"Tiahura",1,"Massive",8,"Moorea"
"1946",2014,"Tiahura",1,"Rock and Rubble",76,"Moorea"
"1947",2014,"Tiahura",1,"Tabular",2,"Moorea"
"1948",2014,"Tiahura",1,"understory macroalgae",2,"Moorea"
"1949",2014,"Tiahura",2,"Corymbose",20,"Moorea"
"1950",2014,"Tiahura",2,"Encrusting",2,"Moorea"
"1951",2014,"Tiahura",2,"Massive",4,"Moorea"
"1952",2014,"Tiahura",2,"Rock and Rubble",68,"Moorea"
"1953",2014,"Tiahura",2,"Tabular",2,"Moorea"
"1954",2014,"Tiahura",2,"understory macroalgae",4,"Moorea"
"1955",2014,"Tiahura",3,"Branching",2,"Moorea"
"1956",2014,"Tiahura",3,"Corymbose",16,"Moorea"
"1957",2014,"Tiahura",3,"Encrusting",4,"Moorea"
"1958",2014,"Tiahura",3,"Massive",6,"Moorea"
"1959",2014,"Tiahura",3,"Rock and Rubble",64,"Moorea"
"1960",2014,"Tiahura",3,"Sand",2,"Moorea"
"1961",2014,"Tiahura",3,"understory macroalgae",6,"Moorea"
"1962",2015,"Afareaitu",1,"Branching",4,"Moorea"
"1963",2015,"Afareaitu",1,"Corymbose",16,"Moorea"
"1964",2015,"Afareaitu",1,"Encrusting",4,"Moorea"
"1965",2015,"Afareaitu",1,"Massive",4,"Moorea"
"1966",2015,"Afareaitu",1,"Rock and Rubble",72,"Moorea"
"1967",2015,"Afareaitu",2,"Branching",2,"Moorea"
"1968",2015,"Afareaitu",2,"Corymbose",4,"Moorea"
"1969",2015,"Afareaitu",2,"Encrusting",8,"Moorea"
"1970",2015,"Afareaitu",2,"Rock and Rubble",86,"Moorea"
"1971",2015,"Afareaitu",3,"Branching",6,"Moorea"
"1972",2015,"Afareaitu",3,"Corymbose",4,"Moorea"
"1973",2015,"Afareaitu",3,"Halimeda",2,"Moorea"
"1974",2015,"Afareaitu",3,"Rock and Rubble",94,"Moorea"
"1975",2015,"Aroa",1,"Branching",4,"Moorea"
"1976",2015,"Aroa",1,"Corymbose",22,"Moorea"
"1977",2015,"Aroa",1,"Encrusting",6,"Moorea"
"1978",2015,"Aroa",1,"Halimeda",4,"Moorea"
"1979",2015,"Aroa",1,"Laminar",2,"Moorea"
"1980",2015,"Aroa",1,"Massive",2,"Moorea"
"1981",2015,"Aroa",1,"Rock and Rubble",28,"Moorea"
"1982",2015,"Aroa",1,"Sand",22,"Moorea"
"1983",2015,"Aroa",1,"understory macroalgae",10,"Moorea"
"1984",2015,"Aroa",2,"Corymbose",26,"Moorea"
"1985",2015,"Aroa",2,"Encrusting",10,"Moorea"
"1986",2015,"Aroa",2,"Halimeda",2,"Moorea"
"1987",2015,"Aroa",2,"Laminar",2,"Moorea"
"1988",2015,"Aroa",2,"Massive",4,"Moorea"
"1989",2015,"Aroa",2,"Rock and Rubble",32,"Moorea"
"1990",2015,"Aroa",2,"Sand",20,"Moorea"
"1991",2015,"Aroa",2,"understory macroalgae",4,"Moorea"
"1992",2015,"Aroa",3,"Branching",2,"Moorea"
"1993",2015,"Aroa",3,"Corymbose",14,"Moorea"
"1994",2015,"Aroa",3,"Encrusting",10,"Moorea"
"1995",2015,"Aroa",3,"Massive",4,"Moorea"
"1996",2015,"Aroa",3,"Rock and Rubble",42,"Moorea"
"1997",2015,"Aroa",3,"Sand",22,"Moorea"
"1998",2015,"Aroa",3,"understory macroalgae",6,"Moorea"
"1999",2015,"Entre 2 baies",1,"Branching",2,"Moorea"
"2000",2015,"Entre 2 baies",1,"Corymbose",32,"Moorea"
"2001",2015,"Entre 2 baies",1,"Encrusting",10,"Moorea"
"2002",2015,"Entre 2 baies",1,"Massive",8,"Moorea"
"2003",2015,"Entre 2 baies",1,"Rock and Rubble",46,"Moorea"
"2004",2015,"Entre 2 baies",1,"understory macroalgae",2,"Moorea"
"2005",2015,"Entre 2 baies",2,"Branching",6,"Moorea"
"2006",2015,"Entre 2 baies",2,"Corymbose",30,"Moorea"
"2007",2015,"Entre 2 baies",2,"Encrusting",14,"Moorea"
"2008",2015,"Entre 2 baies",2,"Halimeda",2,"Moorea"
"2009",2015,"Entre 2 baies",2,"Massive",2,"Moorea"
"2010",2015,"Entre 2 baies",2,"Rock and Rubble",40,"Moorea"
"2011",2015,"Entre 2 baies",2,"Tabular",2,"Moorea"
"2012",2015,"Entre 2 baies",2,"understory macroalgae",4,"Moorea"
"2013",2015,"Entre 2 baies",3,"Corymbose",36,"Moorea"
"2014",2015,"Entre 2 baies",3,"Encrusting",2,"Moorea"
"2015",2015,"Entre 2 baies",3,"Massive",2,"Moorea"
"2016",2015,"Entre 2 baies",3,"Rock and Rubble",52,"Moorea"
"2017",2015,"Entre 2 baies",3,"Sand",2,"Moorea"
"2018",2015,"Entre 2 baies",3,"Tabular",2,"Moorea"
"2019",2015,"Entre 2 baies",3,"understory macroalgae",4,"Moorea"
"2020",2015,"Gendron",1,"Branching",10,"Moorea"
"2021",2015,"Gendron",1,"Corymbose",14,"Moorea"
"2022",2015,"Gendron",1,"Encrusting",2,"Moorea"
"2023",2015,"Gendron",1,"Rock and Rubble",64,"Moorea"
"2024",2015,"Gendron",1,"understory macroalgae",10,"Moorea"
"2025",2015,"Gendron",2,"Corymbose",28,"Moorea"
"2026",2015,"Gendron",2,"Encrusting",14,"Moorea"
"2027",2015,"Gendron",2,"Massive",4,"Moorea"
"2028",2015,"Gendron",2,"Rock and Rubble",48,"Moorea"
"2029",2015,"Gendron",2,"Tabular",4,"Moorea"
"2030",2015,"Gendron",2,"understory macroalgae",2,"Moorea"
"2031",2015,"Gendron",3,"Corymbose",22,"Moorea"
"2032",2015,"Gendron",3,"Encrusting",6,"Moorea"
"2033",2015,"Gendron",3,"Massive",6,"Moorea"
"2034",2015,"Gendron",3,"Rock and Rubble",62,"Moorea"
"2035",2015,"Gendron",3,"Sand",4,"Moorea"
"2036",2015,"Haapiti",1,"Branching",4,"Moorea"
"2037",2015,"Haapiti",1,"Corymbose",10,"Moorea"
"2038",2015,"Haapiti",1,"Encrusting",4,"Moorea"
"2039",2015,"Haapiti",1,"Halimeda",12,"Moorea"
"2040",2015,"Haapiti",1,"Massive",4,"Moorea"
"2041",2015,"Haapiti",1,"Rock and Rubble",66,"Moorea"
"2042",2015,"Haapiti",2,"Branching",2,"Moorea"
"2043",2015,"Haapiti",2,"Encrusting",10,"Moorea"
